permit,funder,installer,basin,region,lga,ward,scheme_management,extraction_type,management,payment,quantity,source,waterpoint_type,status_group,district_code,population,construction_year,recorded_year,amount_tsh,gps_height,latitude,longitude
0.0,12,15,3,5,6,16,7,3,7,6,2,8,5,0,1,120,2000,2013,232.54747344705504,1422.0,-3.61334349,30.60788074
0.0,21,21,8,1,18,1,4,14,4,4,1,1,1,0,2,100,2010,2013,100.0,73.0,-7.00093651,39.08194162
1.0,12,15,8,11,9,16,7,15,7,4,2,7,4,2,1,890,1990,2011,20.0,308.9142077857674,-6.24745324,37.16699159
0.0,21,21,8,1,18,5,3,14,3,3,1,3,1,0,2,700,2000,2013,20000.0,12.0,-6.90192959,39.19937534
1.0,6,6,6,11,8,16,12,8,7,0,2,7,4,0,3,600,1997,2011,958.3099842146803,313.0,-8.81138346,35.80636809
1.0,11,15,3,5,5,16,11,3,9,3,1,6,1,0,2,540,1988,2013,250.0,1323.0,-4.5002479000000015,30.21065022
1.0,12,15,5,6,20,16,11,3,7,3,1,8,1,0,3,200,2009,2013,200.0,638.0,-4.49898445,37.90905315
1.0,12,14,7,12,18,16,7,3,7,4,1,8,1,0,33,90,2008,2013,50.0,353.0,-11.00160922,39.25698522
1.0,0,4,6,3,18,16,7,3,7,2,1,8,1,0,1,1,1985,2011,6000.0,1520.0,-7.8354713,35.60382448
1.0,6,6,5,20,18,16,7,3,7,0,1,8,1,0,1,1,2008,2011,389.33232501861505,1303.0,-4.4641115,38.33173291
0.0,12,6,6,3,17,16,10,3,9,5,1,8,1,0,4,20,2008,2011,1000.0,1549.0,-8.88147239,34.98918511
1.0,12,10,3,5,5,16,11,3,9,3,1,6,1,1,2,570,2007,2013,250.0,1298.0,-4.48634305,29.89506223
0.0,12,15,8,14,18,16,4,3,4,0,3,5,1,2,33,150,2009,2011,108.15801704105344,289.0,-7.16356439,38.90487403
1.0,16,18,3,15,18,11,7,9,7,5,1,3,4,1,1,300,1984,2013,500.0,1437.0,-5.64298981,30.42962722
1.0,12,16,8,11,18,16,7,15,7,3,2,7,4,0,2,400,1986,2011,500.0,146.0,-7.4009474000000015,37.73975803
1.0,6,3,5,0,15,16,7,3,7,6,1,8,2,1,7,120,1968,2013,300.9182389937107,1116.0,-3.29304479,36.98372721
0.0,0,5,7,16,18,16,7,15,7,2,1,3,4,0,1,1,1994,2013,1000.0,482.0,-11.26114339,37.36987049
1.0,0,6,7,16,18,16,7,4,7,5,3,7,4,0,2,274,1993,2013,405.6814371257485,990.0,-10.71887986,35.52114271
1.0,12,15,8,11,18,16,7,14,7,4,1,3,1,0,6,1,2009,2011,20.0,325.0,-6.437663,37.53041479
1.0,12,15,0,8,18,16,8,3,10,4,1,8,1,0,1,235,2008,2013,10.0,1612.0,-4.34118883,35.4440882
0.0,6,6,5,20,18,16,7,3,7,0,2,8,1,2,3,100,1975,2011,136.64716920090586,203.0,-5.102033799999999,38.71194847
0.0,13,15,8,14,1,6,4,14,4,4,1,3,1,0,1,50,2005,2011,50.0,308.9142077857674,-6.43774341,38.89839893
0.0,2,7,5,6,18,16,7,3,7,3,2,8,1,0,2,50,2007,2013,300.0,1416.0,-3.67374703,37.65195319
1.0,12,15,8,11,18,16,4,14,4,4,2,3,1,1,6,1,2009,2011,20.0,379.0,-6.30776572,37.44623044
2.0,21,21,0,18,21,16,7,8,7,0,2,7,4,0,2,1,1990,2013,335.9761267291388,1618.0,-4.6034699,34.93996299
0.0,9,15,6,18,18,16,7,7,7,0,2,3,2,2,3,800,1973,2013,319.9494131930393,1317.0,-5.69929358,34.49494213
0.0,6,6,5,20,18,16,7,3,7,0,1,8,2,0,3,30,1981,2011,389.33232501861505,277.0,-5.2064183,38.61721351
1.0,12,15,6,11,9,16,7,9,7,4,1,3,1,0,1,250,2005,2011,50.0,664.0,-7.43682747,36.92250994
1.0,12,15,6,3,18,16,7,3,7,4,1,8,1,0,1,1,2010,2011,50.0,681.0,-7.161222,35.77456248
1.0,6,6,7,7,18,16,7,8,7,6,0,7,4,2,43,250,1998,2013,93.65438526231478,381.0,-9.72790204,38.01172336
1.0,19,6,7,7,18,16,9,14,11,4,0,3,2,2,13,1,2012,2013,50.0,42.0,-9.48738667,39.46795389
1.0,6,6,3,5,5,16,11,3,9,2,1,6,1,0,2,750,1994,2013,1200.0,1325.0,-4.47219817,30.28666733
1.0,19,15,7,7,18,16,7,4,7,4,2,3,4,0,3,1500,2012,2013,50.0,294.0,-10.12291247,38.76904471
1.0,17,6,6,3,17,16,8,3,10,5,1,6,1,0,4,250,1978,2011,958.3099842146803,1457.0,-8.94102261,34.56343509
0.0,8,2,1,3,18,16,7,3,7,2,1,8,1,0,3,58,1991,2011,3000.0,1888.0,-9.57953451,34.37404838
1.0,12,15,8,11,18,16,7,9,7,0,2,7,6,2,6,1,2010,2011,108.15801704105344,484.0,-6.93985276,37.39774899
0.0,21,21,8,1,18,16,3,14,3,0,1,3,1,2,2,700,2000,2013,108.15801704105344,55.0,-6.84153931,39.16071662
1.0,17,6,6,3,17,18,8,3,10,3,1,6,1,0,4,85,1978,2011,500.0,1672.0,-9.05511937,34.67958492
1.0,12,15,0,0,15,15,7,3,11,6,1,8,2,0,7,156,2006,2013,335.9761267291388,1620.0,-3.18081737,36.8191638
1.0,13,15,8,14,1,16,8,6,4,4,1,6,1,0,1,28,2010,2011,30.0,279.0,-6.1175681,38.40752735
1.0,12,15,8,14,1,0,8,6,10,4,1,6,1,0,1,25,2009,2011,20.0,175.0,-6.64078691,38.34635214
0.0,6,15,5,20,18,16,7,14,7,4,1,0,1,0,6,40,2009,2011,50.0,605.0,-5.49360218,38.01951449
1.0,12,15,4,9,18,16,7,8,7,0,1,7,4,2,3,250,2003,2012,29.459980713596913,1207.0,-1.54812235,33.86852375
0.0,11,15,3,5,5,16,11,3,9,3,2,6,2,1,2,540,1989,2013,250.0,1332.0,-4.59734594,30.09917398
1.0,12,6,8,14,18,16,7,3,7,0,1,8,1,2,3,600,2008,2011,108.15801704105344,185.0,-7.05960079,38.7483385
1.0,0,4,6,3,18,16,7,3,7,2,1,6,1,2,7,25,1985,2011,2000.0,1510.0,-7.72572149,35.89757633
1.0,12,15,3,5,5,16,11,3,9,3,1,6,1,0,2,340,1999,2013,250.0,1195.0,-4.54344052,29.9131594
1.0,7,6,4,13,18,16,12,9,7,0,2,7,6,2,1,2000,1997,2011,29.459980713596913,1145.0,-2.03594016,32.88676748
1.0,9,6,6,16,18,16,7,3,7,0,3,6,1,0,5,90,1978,2013,958.3099842146803,961.0,-10.54224796,35.86611536
0.0,21,21,8,1,18,1,3,9,3,0,1,7,6,2,2,100,2010,2013,108.15801704105344,62.0,-6.96235668,39.0978494
1.0,6,10,5,6,20,16,11,3,7,0,1,6,1,2,3,120,1967,2013,136.64716920090586,503.0,-4.46356039,38.07571904
2.0,12,15,4,9,18,16,9,4,11,3,2,3,4,0,2,255,2009,2012,500.0,1464.0,-1.9431212,34.3999313
1.0,12,6,6,11,18,4,10,3,11,3,1,6,1,0,4,312,2006,2011,500.0,324.0,-8.65181291,36.41393912
1.0,12,15,4,9,18,16,2,0,1,6,1,3,4,0,2,1000,1999,2013,36.123670736510434,1398.0,-1.73274171,34.35807519
0.0,12,15,5,20,18,16,7,3,7,4,1,6,1,0,2,150,1980,2011,30.0,337.0,-5.17357272,38.36818257
1.0,17,6,6,3,17,18,8,3,10,3,2,6,1,0,4,250,2011,2011,500.0,1412.0,-8.94027123,34.59266214
0.0,12,15,1,3,18,16,7,3,7,5,1,6,1,0,5,75,2004,2011,720.3971119133574,1758.0,-9.69068334,34.48599113
1.0,12,15,8,11,9,16,7,15,7,5,1,7,4,2,1,450,2008,2011,200.0,551.0,-7.18572311,36.92992693
1.0,12,6,7,16,18,16,7,4,7,5,3,7,4,0,2,274,2013,2013,405.6814371257485,942.0,-10.64685203,35.39642897
1.0,9,6,0,0,18,16,7,3,7,5,2,6,1,2,6,1700,1978,2013,41.90284049526584,1081.0,-2.98387831,36.29154491
1.0,12,15,8,11,18,16,7,15,7,0,1,7,4,0,6,230,1980,2011,599.7519132653061,328.0,-6.23019036,37.56971427
1.0,6,6,5,20,18,16,7,3,7,0,1,8,1,0,1,1,1972,2011,389.33232501861505,1413.0,-4.7715835,38.50313083
0.0,16,18,6,16,18,16,9,9,11,5,2,7,6,2,5,900,1988,2013,319.9494131930393,781.0,-10.27044668,36.22912374
1.0,1,6,6,11,18,16,12,15,7,3,2,7,4,2,4,250,1996,2011,200.0,335.0,-8.936938,36.76262294
1.0,12,15,1,16,13,16,10,3,9,3,1,8,1,0,3,90,2000,2013,500.0,1266.0,-10.94300856,34.99867611
1.0,12,15,5,6,20,16,7,3,7,0,1,7,4,2,3,20,2008,2013,136.64716920090586,1280.0,-4.2599268,37.99460351
0.0,12,15,1,3,17,9,7,3,7,0,1,8,1,0,4,50,2009,2011,720.3971119133574,2196.0,-9.5797693,34.48724095
1.0,12,15,7,12,18,16,7,8,7,0,0,7,4,2,63,40,2008,2013,93.65438526231478,302.0,-10.91708027,38.01394709
0.0,12,15,8,14,18,19,7,14,7,4,1,3,1,0,43,1,2010,2011,30.0,92.0,-7.05860201,39.33299708
1.0,12,15,0,18,18,16,7,0,7,2,1,3,4,2,1,256,2010,2013,13000.0,1400.0,-4.19374105,34.57948893
1.0,12,15,4,9,18,16,3,3,3,0,2,5,1,2,3,250,2006,2012,29.459980713596913,1230.0,-1.83098745,33.39332348
1.0,6,10,4,9,18,16,7,3,7,0,1,2,2,2,3,250,1974,2012,29.459980713596913,1498.0,-1.76371722,33.96457189
2.0,21,21,0,18,21,16,7,9,7,6,0,7,4,2,2,1,1960,2013,41.90284049526584,1220.0,-5.07477167,35.03513134
0.0,0,6,6,3,18,16,7,15,7,0,1,7,4,0,2,170,2000,2011,958.3099842146803,1896.0,-8.63947454,35.15461815
1.0,12,6,5,6,16,16,10,14,9,4,1,3,1,0,4,200,2008,2013,25.0,684.0,-3.50706011,37.47591727
1.0,12,15,8,11,9,16,7,3,7,3,1,6,1,0,1,50,2007,2011,200.0,647.0,-7.19382829,36.79288836
1.0,6,15,5,6,18,16,10,3,9,3,2,8,6,2,2,20,1972,2013,500.0,920.0,-3.74789663,37.59524112
1.0,0,4,6,3,18,16,7,3,7,2,1,8,1,0,1,1,1985,2011,6000.0,1515.0,-7.84888553,35.58854886
0.0,21,21,8,1,18,1,4,14,4,4,1,3,1,0,2,100,2010,2013,100.0,63.0,-6.94432067,39.10557685
0.0,12,15,3,5,5,16,11,0,7,2,1,3,4,0,2,850,2007,2013,1000.0,1108.0,-4.58159602,30.5862235
0.0,12,15,3,15,18,16,7,15,10,2,1,3,4,2,2,50,1991,2011,2500.0,1746.0,-8.03992047,31.42407797
1.0,6,6,5,0,0,14,3,9,3,6,3,5,6,2,2,300,1978,2013,136.64716920090586,982.0,-3.50099317,36.80621075
1.0,12,15,7,7,18,16,12,8,1,6,1,5,4,0,13,653,2000,2013,405.6814371257485,455.05837625705175,-9.32026405,39.62003708
0.0,2,7,5,6,18,16,8,3,10,3,2,8,1,2,2,14,2007,2013,300.0,1234.0,-3.68434138,37.66169881
1.0,12,15,5,6,18,17,10,3,9,3,1,8,1,0,7,1,2002,2013,389.33232501861505,1202.0,-3.21974892,37.07978367
0.0,6,15,5,20,18,16,7,0,7,3,2,7,4,0,3,50,2010,2011,200.0,197.0,-5.25856923,38.81675495
1.0,12,15,6,3,17,10,8,3,10,3,1,8,1,0,4,125,2009,2011,500.0,1844.0,-9.12536646,34.80187823
1.0,6,6,5,20,18,16,7,3,7,3,1,8,1,2,1,1,1969,2011,2500.0,1271.0,-4.8230251,38.3797797
0.0,12,6,1,3,18,16,7,3,7,2,1,8,1,0,5,175,2000,2011,3000.0,2045.0,-9.71861676,34.7290054
0.0,0,15,1,3,18,16,7,3,7,2,1,8,1,0,5,20,1995,2011,500.0,1746.0,-9.81924878,34.49661605
1.0,0,6,6,3,17,3,8,3,10,2,1,6,1,0,4,59,1993,2011,5000.0,1587.0,-9.09856251,34.52128813
1.0,12,6,1,16,18,16,7,3,7,0,0,6,1,2,2,250,2009,2013,172.29649238914627,964.0,-10.57321237,35.42434685
1.0,12,15,8,11,9,16,7,15,7,3,2,7,4,0,1,600,1990,2011,500.0,308.9142077857674,-6.42515981,37.29565801
1.0,16,18,3,15,18,11,11,9,8,0,1,1,4,2,1,1,1980,2013,131.5040650406504,1362.0,-5.61409492,30.43135654
1.0,12,6,5,6,16,16,10,14,9,4,1,3,1,0,4,60,2008,2013,25.0,703.0,-3.47416825,37.42790409
1.0,12,15,5,6,18,16,10,9,9,3,1,4,6,0,7,1,2002,2013,389.33232501861505,1405.0,-3.17895221,37.11273956
0.0,12,2,1,3,18,16,7,3,7,0,1,8,1,0,3,58,2002,2011,720.3971119133574,2326.0,-9.27185124,34.28559733
1.0,12,15,5,6,18,17,10,3,9,3,1,8,1,0,7,1,2003,2013,389.33232501861505,1074.0,-3.27512956,37.1002138
1.0,12,6,3,5,7,16,7,3,11,3,1,6,1,0,3,35,2007,2013,500.0,1024.0,-4.74132021,29.72930356
1.0,6,16,8,11,18,16,7,3,7,4,2,6,1,1,6,1,1974,2011,20.0,380.0,-6.30017464,37.44697348
0.0,12,15,7,7,18,16,7,4,7,4,1,3,4,0,23,123,2006,2013,20.0,69.0,-10.24997135,39.42128592
0.0,12,6,3,5,6,16,7,3,7,6,1,8,1,1,1,250,1993,2013,393.52425876010784,1396.0,-3.05215025,30.81858953
1.0,20,3,5,0,15,16,7,3,7,6,2,8,1,2,7,68,1979,2013,136.64716920090586,1515.0,-3.32210114,36.83951578
1.0,6,16,5,0,15,16,8,3,10,6,2,8,1,0,7,260,2009,2013,389.33232501861505,1104.0,-3.42419201,36.82825471
2.0,21,21,0,18,21,16,7,9,7,6,0,7,6,2,2,1,1980,2013,41.90284049526584,1687.0,-4.82142066,34.89654412
1.0,12,16,8,11,18,16,7,3,7,3,1,6,1,0,2,30,1983,2011,200.0,359.0,-7.07825722,37.77433358
1.0,12,15,0,0,18,16,7,3,7,5,2,6,1,2,6,350,2005,2013,41.90284049526584,1143.0,-2.80238676,36.3063707
1.0,12,15,6,3,17,3,8,3,10,2,1,6,2,0,4,560,2009,2011,5000.0,1900.0,-9.19129556,34.62202204
1.0,0,5,1,16,13,16,7,3,7,6,2,8,1,0,3,86,1992,2013,720.3971119133574,461.0,-11.13315823,34.67093508
1.0,12,15,7,12,18,16,10,14,7,4,2,3,1,0,4,93,1982,2013,35.0,403.0,-10.84606901,39.46169557
1.0,6,6,6,7,18,16,12,3,1,0,3,5,1,0,13,258,2002,2013,958.3099842146803,458.0,-8.49106169,38.88918686
0.0,0,15,1,3,18,16,7,3,7,2,1,8,1,0,5,1,1995,2011,500.0,1690.0,-9.80077696,34.46782922
1.0,13,15,8,14,1,16,8,6,10,4,1,6,1,0,1,10,2005,2011,50.0,217.0,-6.45854091,38.32527093
0.0,6,6,5,20,18,16,7,3,7,0,3,8,1,2,3,1,1999,2011,136.64716920090586,175.0,-5.05057528,38.76831625
0.0,21,21,8,1,18,1,4,14,4,4,1,3,1,0,2,100,2010,2013,50.0,74.0,-6.95714587,39.09311621
0.0,12,15,5,0,15,15,8,3,10,6,2,5,1,0,7,350,2008,2013,389.33232501861505,1528.0,-3.21636245,36.86174661
0.0,0,5,1,16,18,16,9,15,11,3,2,7,4,2,5,400,1994,2013,100.0,996.0,-10.22979298,35.88018729
1.0,12,6,5,6,16,16,10,3,9,4,1,8,1,0,4,60,2008,2013,6.0,1601.0,-3.29697806,37.45159279
1.0,12,15,4,9,18,16,7,8,7,0,1,7,4,0,3,250,1998,2012,36.123670736510434,1318.0,-1.65660431,33.8894454
2.0,7,12,4,9,18,16,7,12,11,5,1,7,4,2,2,1100,1996,2012,29.459980713596913,1566.0,-1.79775957,34.71060838
1.0,6,6,5,20,18,16,7,9,7,0,1,7,4,2,1,1,1985,2011,136.64716920090586,1860.0,-4.5187007,38.23694961
1.0,20,15,5,6,20,16,11,3,7,3,2,8,1,0,3,30,2010,2013,1000.0,655.0,-4.39849125,37.84980807
1.0,13,15,8,14,1,0,8,6,4,4,1,6,1,0,1,20,2010,2011,50.0,159.0,-6.63966019,38.39734694
1.0,12,6,5,20,18,16,7,9,7,0,1,0,1,0,8,1,1962,2011,389.33232501861505,1102.2577417818009,-4.6714995,39.11301821
0.0,12,15,5,20,18,16,4,9,4,0,2,7,6,2,5,95,1972,2011,136.64716920090586,1102.2577417818009,-5.43040027,38.97166624
0.0,12,6,5,20,18,16,7,0,7,0,1,7,4,2,2,200,2004,2011,136.64716920090586,368.0,-5.06552544,38.33276358
1.0,6,6,6,7,18,16,12,9,7,0,2,7,6,2,13,353,1985,2013,319.9494131930393,5.0,-8.38831149,39.19451972
1.0,12,16,8,11,18,16,7,15,7,3,3,7,4,2,2,1300,1986,2011,500.0,156.0,-7.38102237,37.80042365
0.0,8,2,1,3,18,16,7,3,7,2,1,8,1,0,3,58,1986,2011,3000.0,2043.0,-9.5501139,34.34270084
1.0,12,15,8,11,18,16,7,4,7,3,4,7,4,2,2,300,2008,2011,500.0,152.0,-7.40959874,37.73861408
1.0,12,15,7,12,18,16,7,9,7,0,0,7,6,2,63,56,1978,2013,93.65438526231478,363.0,-10.98455964,38.39437818
1.0,11,16,3,5,7,16,7,3,3,3,1,6,1,0,3,650,1980,2013,100.0,1098.0,-4.67333655,29.70832758
1.0,12,15,0,8,18,16,7,0,7,2,1,3,4,0,3,241,2009,2013,5500.0,1914.0,-4.0735647,35.26599549
1.0,0,15,8,14,1,21,0,6,4,4,1,6,1,2,1,50,1993,2011,50.0,308.9142077857674,-6.49238802,39.00725602
0.0,6,7,7,16,18,16,7,9,7,0,1,6,1,2,1,1,1989,2013,93.65438526231478,463.0,-11.13877777,37.52345977
1.0,9,15,4,9,18,16,12,4,7,6,1,3,4,2,1,50,2009,2012,29.459980713596913,1195.0,-1.43455715,34.34996814
1.0,12,15,6,14,18,16,4,0,4,4,1,7,4,0,53,1,2011,2011,20.0,14.0,-7.86227717,38.51113192
1.0,0,15,8,14,1,16,0,7,0,4,1,6,1,2,1,30,1988,2011,10.0,24.0,-6.58309966,38.84330188
1.0,12,15,0,8,18,16,7,3,7,0,0,8,2,2,1,395,1998,2013,41.90284049526584,2194.0,-4.20478054,35.46966324
1.0,12,15,5,6,18,17,10,3,9,3,1,8,1,0,7,1,2002,2013,389.33232501861505,1285.0,-3.18270253,37.06242315
1.0,1,16,6,11,8,16,12,15,7,0,2,7,4,0,3,800,1996,2011,958.3099842146803,259.0,-8.05430267,36.80567953
1.0,12,15,8,14,1,16,8,6,3,6,1,6,1,2,1,467,2003,2011,108.15801704105344,242.0,-6.38094621,38.35616719
1.0,8,2,1,3,18,16,7,3,7,0,2,8,1,0,3,58,2000,2011,720.3971119133574,1950.0,-9.3691559,34.23277148
1.0,17,15,7,12,18,16,7,14,7,4,1,3,2,0,1,200,1985,2013,50.0,455.05837625705175,-10.20696326,40.00990764
0.0,12,2,1,3,18,16,7,3,7,0,1,8,1,0,3,58,2002,2011,720.3971119133574,2351.0,-9.33701406,34.34411616
1.0,12,6,0,8,18,16,7,8,7,3,1,7,4,0,1,880,2009,2013,500.0,1606.0,-4.3460572,35.66345674
1.0,12,15,8,11,9,16,9,4,11,3,2,7,4,0,1,95,2010,2011,200.0,457.0,-6.79711977,37.07606488
1.0,6,10,7,16,13,16,7,3,3,6,1,8,5,0,3,302,2011,2013,405.6814371257485,1287.0,-11.04093876,35.00534441
1.0,12,15,3,5,5,16,11,14,9,0,1,3,6,2,2,530,2008,2013,131.5040650406504,1271.0,-4.66041942,30.12010256
1.0,12,15,0,18,18,16,8,7,10,4,1,3,2,0,1,203,2011,2013,50.0,1124.0,-4.44900796,34.22613572
1.0,5,0,5,6,18,16,10,3,9,4,1,8,1,0,5,25,1999,2013,10.0,1216.0,-3.22360364,37.11145882
0.0,12,15,4,9,18,16,12,4,7,6,1,7,4,0,6,850,2010,2012,36.123670736510434,1164.0,-1.39712194,33.88750594
1.0,12,15,6,3,17,18,8,3,10,3,1,6,1,0,4,150,2003,2011,500.0,1491.0,-8.96978309,34.64356247
0.0,12,15,8,14,18,16,7,5,7,0,2,3,4,0,3,300,2008,2011,599.7519132653061,107.0,-7.06545605,39.04607706
1.0,6,9,6,3,18,16,7,3,7,0,1,3,1,2,7,96,1996,2011,319.9494131930393,1344.0,-7.53815136,35.93590027
1.0,12,15,0,0,18,16,7,6,7,0,1,6,2,1,5,210,2006,2013,139.26391382405745,2318.0,-3.20272411,35.38246845
1.0,12,15,6,11,8,16,12,12,7,4,1,7,4,0,3,80,2011,2011,30.0,284.0,-8.09405243,36.52913238
1.0,6,8,0,6,18,16,0,3,0,3,2,8,1,2,1,1,1993,2013,41.90284049526584,1720.0,-3.05209979,37.57139693
1.0,12,15,5,6,18,17,10,3,9,3,1,8,1,0,7,1,2001,2013,389.33232501861505,1382.0,-3.16216277,37.02565774
0.0,12,21,5,6,18,16,12,0,1,4,4,3,4,0,2,1193,2008,2013,100.0,702.0,-3.76873929,37.47069262
1.0,12,15,4,9,18,16,3,3,3,4,1,2,1,0,3,250,2012,2012,50.0,1496.0,-1.76452439,33.96406902
1.0,12,15,8,11,9,16,7,15,7,5,1,7,4,0,1,250,2000,2011,200.0,559.0,-7.20312321,36.91909856
0.0,12,6,6,3,17,16,7,3,7,3,1,8,1,0,4,120,2009,2011,300.0,1658.0,-8.97888017,34.92123519
2.0,21,21,0,18,21,16,7,7,7,6,4,3,1,2,2,1,1970,2013,41.90284049526584,1332.0,-4.9521207999999985,34.95879177
1.0,12,6,5,6,16,16,10,14,9,4,1,3,1,0,4,145,2008,2013,33.0,720.0,-3.43082611,37.39545104
0.0,21,21,8,1,18,16,7,7,7,0,0,3,6,2,3,150,1970,2013,108.15801704105344,22.0,-6.93036716,39.48042176
1.0,12,15,0,8,18,16,7,3,7,0,1,6,1,1,1,240,2003,2013,139.26391382405745,1583.0,-4.21989142,35.56077105
1.0,2,7,5,6,18,16,7,3,7,0,2,8,1,1,2,200,1963,2013,300.9182389937107,735.0,-3.69148166,37.72791421
1.0,12,15,5,20,18,16,7,3,7,0,1,8,1,0,1,1,1992,2011,389.33232501861505,1831.0,-4.6694437,38.26241296
2.0,21,21,0,18,21,16,7,7,7,6,0,3,1,2,2,1,1970,2013,41.90284049526584,1432.0,-5.16770143,34.61780522
0.0,12,15,5,0,15,16,8,3,10,6,2,5,1,0,7,500,2012,2013,389.33232501861505,1474.0,-3.34668731,36.77643531
0.0,12,6,1,3,18,16,7,3,7,2,1,8,1,0,5,51,2010,2011,3000.0,1885.0,-9.72374162,34.78745024
1.0,12,15,3,5,5,16,11,3,9,3,2,6,1,2,2,620,1994,2013,250.0,1186.0,-4.58556433,30.18818492
0.0,12,6,8,14,18,16,7,5,7,0,2,3,4,0,33,2000,2004,2011,599.7519132653061,299.0,-7.35416882,38.65042961
1.0,12,15,0,18,18,16,9,7,11,4,1,3,2,1,1,210,2006,2013,30.0,1565.0,-4.28017847,34.73745832
0.0,6,6,7,7,18,16,12,9,7,6,1,7,6,2,13,256,1981,2013,93.65438526231478,249.0,-9.21065328,38.65692706
1.0,12,15,5,6,18,16,10,3,9,3,1,8,1,0,7,1,1999,2013,389.33232501861505,1564.0,-3.18295735,37.13758021
0.0,0,5,7,16,18,16,7,3,7,5,0,6,1,2,5,900,1993,2013,93.65438526231478,862.0,-10.74877036,36.01616214
1.0,17,15,7,12,18,16,7,7,7,4,1,3,2,2,1,150,1981,2013,20.0,455.05837625705175,-10.23998512,39.95739579
1.0,12,15,5,6,20,16,11,3,7,2,1,6,1,2,3,180,2012,2013,6000.0,537.0,-4.2651022,38.0551336
0.0,2,7,5,6,18,16,9,4,11,0,1,7,4,0,2,470,1993,2013,389.33232501861505,694.0,-3.50862426,37.56323842
1.0,11,15,3,5,5,16,11,3,9,0,1,8,5,1,2,950,1989,2013,393.52425876010784,1480.0,-4.66359247,29.98459821
1.0,6,6,5,20,18,16,7,9,7,0,1,7,6,2,1,1,1985,2011,136.64716920090586,1567.0,-4.6040629,38.38725709
1.0,0,5,6,16,18,12,7,3,7,2,3,6,1,1,5,420,1991,2013,1000.0,996.0,-10.63400998,35.949819
1.0,12,15,8,11,9,16,7,13,7,3,2,7,4,2,1,120,1976,2011,200.0,426.0,-6.68253193,37.15257161
1.0,2,15,5,20,18,16,7,14,7,4,1,6,1,0,6,50,1978,2011,30.0,288.0,-5.24553046,38.49800427
0.0,12,15,5,8,18,16,7,9,7,0,1,3,6,2,5,1,2011,2013,136.64716920090586,1354.0,-5.39813132,37.18731244
1.0,12,6,2,15,18,16,7,4,7,2,1,3,4,0,1,580,1993,2011,2000.0,1040.0,-6.44924209,31.35251526
1.0,12,6,4,13,18,16,12,8,7,0,2,7,4,2,1,500,2007,2011,29.459980713596913,1262.0,-2.05722748,33.05887156
1.0,12,6,5,6,16,16,10,14,9,4,1,3,1,0,4,30,2008,2013,6.0,788.0,-3.41405524,37.51910499
0.0,6,6,5,20,18,16,7,9,7,0,0,7,6,2,3,500,2006,2011,136.64716920090586,190.0,-5.14937876,38.71921320000001
1.0,12,15,4,9,18,16,2,12,1,6,1,7,4,0,2,70,2006,2013,36.123670736510434,1216.0,-1.66906534,34.26755855
0.0,21,21,8,1,18,16,9,14,11,6,1,3,1,2,2,1,2000,2013,108.15801704105344,25.0,-6.94495738,39.18062853
1.0,17,6,6,3,17,16,8,3,10,3,1,6,1,1,4,53,1978,2011,500.0,1450.0,-8.90377408,34.52421658
1.0,7,6,4,13,18,16,12,9,7,0,2,8,6,1,1,500,1999,2011,13.286004056795132,1148.0,-1.94406859,32.92968021
0.0,11,16,3,5,6,16,7,3,7,6,1,8,1,2,1,350,1993,2013,131.5040650406504,1332.0,-3.31113361,30.90998382
0.0,12,6,2,15,18,16,7,8,7,0,1,7,4,0,2,300,1994,2011,584.225,1664.0,-8.77169292,31.73910277
1.0,1,6,6,11,18,16,12,15,7,0,2,7,4,2,4,1,2006,2011,319.9494131930393,366.0,-9.06350247,36.79327894
0.0,0,5,7,16,18,16,9,15,11,5,2,7,4,0,5,420,1998,2013,405.6814371257485,932.0,-10.72521145,35.98700194
1.0,12,15,6,3,17,16,7,3,7,2,1,8,4,0,4,65,2011,2011,2000.0,1613.0,-8.88754515,34.78301766
1.0,12,6,5,6,16,16,10,3,9,4,1,8,1,0,4,80,2008,2013,6.0,1704.0,-3.27285152,37.46193191
1.0,12,6,5,6,16,16,10,14,9,4,1,3,1,0,4,350,2008,2013,33.0,716.0,-3.44946596,37.40774570000001
0.0,12,6,1,3,18,16,7,8,7,5,3,1,4,2,5,1,1997,2011,172.29649238914627,490.0,-10.44672647,34.59933506
1.0,6,6,6,11,18,16,12,15,7,0,0,7,4,0,4,1,2008,2011,958.3099842146803,322.0,-9.08649239,36.00953399
2.0,21,21,0,0,18,16,3,3,3,0,2,8,1,0,1,1,2000,2013,335.9761267291388,1991.0,-3.2280374,36.44384046
1.0,12,15,6,3,17,10,8,3,10,3,1,8,1,0,4,100,2009,2011,500.0,1871.0,-9.18769846,34.74210411
1.0,6,10,5,20,18,16,7,9,7,0,1,7,6,2,4,1,1980,2011,136.64716920090586,82.0,-5.17012404,39.00015713
0.0,13,15,8,14,1,6,4,14,4,0,1,3,1,0,1,500,2008,2011,599.7519132653061,308.9142077857674,-6.44146588,38.90726316
0.0,12,6,6,16,18,16,9,15,11,0,1,7,4,0,5,450,2012,2013,958.3099842146803,725.0,-10.27846956,36.13784526
0.0,12,15,7,7,18,16,8,6,10,4,1,6,2,0,23,345,2006,2013,50.0,70.0,-10.21527479,39.86382178
1.0,12,15,6,11,8,16,12,15,7,3,2,7,4,0,3,150,2008,2011,200.0,226.0,-8.13820286,36.69417839
