permit,funder,installer,basin,region,lga,ward,scheme_management,extraction_type,management,payment,quantity,source,waterpoint_type,status_group,district_code,population,construction_year,recorded_year,amount_tsh,gps_height,latitude,longitude
1.0,17,6,6,3,17,18,8,3,10,3,1,6,1,0,4,75,1978,2011,500.0,1689.0,-9.07017039,34.68426523
0.0,12,15,6,3,17,16,7,12,7,5,1,1,4,0,4,40,2009,2011,500.0,1496.0,-8.88793941,35.06099004
0.0,12,15,8,14,1,6,3,14,3,4,1,3,1,0,1,40,2010,2011,25.0,308.9142077857674,-6.4357957,38.8968068
1.0,5,0,5,6,18,16,10,3,9,4,1,8,1,0,5,50,1999,2013,10.0,983.0,-3.32247291,37.13833986
1.0,12,15,7,12,18,16,7,14,7,4,3,3,1,0,5,75,2007,2013,30.0,455.05837625705175,-10.27804466,40.12375447
0.0,21,21,8,1,18,16,8,14,11,4,1,3,1,0,2,300,2000,2013,50.0,33.0,-6.97390421,39.18862685
1.0,2,6,6,3,17,16,7,3,7,2,1,8,1,0,4,125,2007,2011,1500.0,2177.0,-9.1927729,34.44198214
1.0,12,15,7,12,18,16,7,14,7,4,1,3,2,2,1,900,2008,2013,50.0,455.05837625705175,-10.46411091,40.32196593
0.0,12,14,7,12,18,16,7,14,7,4,2,3,1,1,33,320,2002,2013,20.0,473.0,-10.67743912,39.3153874
1.0,6,6,0,0,0,16,7,3,7,5,2,8,1,0,2,150,1990,2013,500.0,1883.0,-3.21402013,36.63835765
1.0,19,15,3,15,18,16,11,9,8,2,1,3,1,2,1,230,2012,2013,5000.0,771.0,-6.74550669,30.41190322
1.0,9,15,4,9,18,16,8,3,3,4,1,3,1,2,4,400,1972,2012,50.0,1427.0,-1.90088445,34.02893091
1.0,12,15,8,11,9,16,7,9,7,3,1,7,4,2,1,280,1998,2011,200.0,437.0,-7.06100786,37.03015798
1.0,6,6,6,11,18,16,10,3,10,3,1,6,1,0,4,105,1980,2011,500.0,895.0,-8.96547334,36.68109798
1.0,12,15,7,12,18,16,12,4,7,4,1,3,4,0,1,200,2006,2013,20.0,455.05837625705175,-10.65451413,40.16711192
1.0,12,15,8,11,9,16,7,15,7,3,2,7,4,0,1,320,1976,2011,300.0,410.0,-6.66922753,37.19187278
1.0,6,6,8,14,18,16,7,7,7,4,1,6,1,2,2,400,1974,2011,20.0,64.0,-6.79832041,38.57906293
1.0,12,15,7,12,18,16,3,4,3,4,1,3,4,0,63,30,2010,2013,50.0,387.0,-10.92291175,38.36740719
1.0,12,15,0,8,18,16,10,3,9,4,1,8,1,0,1,170,1998,2013,50.0,2102.0,-4.21703386,35.4316355
1.0,13,15,0,0,18,16,7,3,7,4,2,6,2,0,30,200,2002,2013,10.0,1542.0,-3.32451076,35.67015578
0.0,12,15,8,14,1,21,7,14,7,4,1,3,1,0,1,40,2009,2011,20.0,308.9142077857674,-6.5329148,39.00117223
0.0,12,15,1,3,18,16,7,3,7,2,1,8,1,0,5,450,2001,2011,6300.0,1753.0,-9.77688712,34.60615176
0.0,8,15,6,3,17,16,7,8,7,5,1,1,4,2,4,40,2009,2011,500.0,1620.0,-8.86373971,34.89799501
1.0,13,15,8,14,1,16,0,7,4,4,1,6,1,0,1,12,2004,2011,50.0,308.9142077857674,-6.54073243,38.83793232
1.0,13,15,8,14,1,16,0,7,4,4,1,6,1,0,1,13,2005,2011,50.0,308.9142077857674,-6.54875372,38.83740308
1.0,6,6,6,11,8,16,8,3,7,3,2,6,1,0,3,280,1978,2011,200.0,79.0,-7.83976441,36.89540507
1.0,1,6,6,11,18,16,10,3,11,3,0,6,1,2,4,1,1995,2011,1000.0,326.0,-8.80087584,36.35617843
0.0,15,6,7,16,18,16,9,15,11,3,2,7,4,0,5,750,2009,2013,500.0,550.0,-11.47462826,36.65945772
0.0,12,6,5,20,18,16,7,8,7,3,1,7,4,0,2,200,2009,2011,100.0,296.0,-4.96544546,38.55515182
1.0,12,15,8,11,9,16,7,15,7,2,2,7,4,0,1,600,1995,2011,1000.0,308.9142077857674,-6.06426019,37.11949144
0.0,12,6,2,15,18,16,7,4,7,2,1,3,4,2,3,1,1983,2011,5000.0,1832.0,-7.65648139,31.32860187
1.0,12,15,2,15,18,16,7,3,7,2,2,6,1,0,3,600,1983,2011,1000.0,1694.0,-7.85469055,31.23973952
0.0,12,15,8,14,18,19,7,14,7,4,1,3,1,0,43,6922,2010,2011,30.0,49.0,-6.97623168,39.29444287
1.0,12,6,3,5,7,16,7,3,7,3,1,8,1,1,3,220,2006,2013,300.0,778.0,-5.35413376,29.78125142
1.0,12,15,8,11,18,16,7,12,7,3,1,7,4,0,6,30,2011,2011,500.0,372.0,-6.00549668,37.74575537
1.0,6,8,5,6,18,16,8,14,10,3,2,3,1,0,2,150,2010,2013,1500.0,727.0,-3.5470821000000003,37.5560063
1.0,0,5,7,16,13,16,7,3,7,3,0,8,1,2,3,90,1993,2013,5000.0,1414.0,-10.98661849,34.95997272
0.0,12,15,7,7,18,16,7,4,7,4,1,3,4,0,23,1,2006,2013,20.0,95.0,-10.24774008,39.42237792
1.0,12,15,6,3,17,10,8,3,10,3,1,8,1,0,4,150,2009,2011,500.0,1850.0,-9.15591644,34.74420022
1.0,12,6,5,6,16,16,10,3,9,4,1,8,1,0,4,10,2008,2013,6.0,1604.0,-3.29731131,37.46181738
0.0,12,15,1,3,17,2,7,3,7,2,1,8,1,0,4,80,2000,2011,1000.0,2148.0,-9.32053303,34.53807396
1.0,15,6,6,11,18,16,12,15,7,3,1,7,4,2,4,1,1993,2011,500.0,285.0,-8.35024814,36.67412779
1.0,6,6,6,11,8,16,10,3,7,4,2,6,1,2,3,100,1976,2011,10.0,292.0,-8.15069927,36.39513933
0.0,6,7,7,7,18,16,8,3,10,4,1,6,1,0,23,235,1983,2013,25.0,262.0,-9.95560677,39.32939681
0.0,12,15,6,3,17,16,10,12,9,5,1,1,4,0,4,250,2007,2011,2000.0,1579.0,-8.8700959,34.95265237
0.0,2,7,5,6,18,16,7,3,7,3,1,8,1,2,2,12,1982,2013,1000.0,1377.0,-3.71314733,37.66443811
1.0,6,6,5,20,18,16,7,3,7,3,1,8,6,2,1,1,2002,2011,200.0,1757.0,-4.551181400000001,38.21565706
0.0,12,15,7,7,18,16,7,4,7,4,2,3,4,0,23,134,2012,2013,20.0,63.0,-10.23611765,39.45485468
0.0,12,15,1,3,18,16,7,3,7,3,1,8,1,0,5,150,1986,2011,3000.0,1042.0,-9.90072844,35.09572792
0.0,6,6,5,20,18,16,7,8,7,4,2,7,4,0,3,200,2004,2011,20.0,204.0,-5.27025216,38.76363662
2.0,21,21,0,18,21,16,7,8,7,5,2,7,4,0,2,200,1990,2013,1000.0,1434.0,-5.21354653,34.77227906
1.0,12,6,2,15,18,16,7,9,7,2,3,9,6,1,1,550,1999,2011,500.0,1066.0,-6.54193752,31.10633137
1.0,12,15,1,16,13,16,10,3,9,3,1,8,1,0,3,60,2002,2013,500.0,1289.0,-10.94071221,35.00864929
1.0,12,15,0,18,18,16,7,0,7,5,1,3,4,0,1,435,1999,2013,500.0,1530.0,-4.16147546,34.74782913
0.0,21,21,8,1,18,5,9,14,11,4,1,3,1,0,2,100,2010,2013,50.0,18.0,-6.91490724,39.15593904
1.0,20,15,5,6,20,16,11,3,7,2,1,8,1,1,3,50,1995,2013,1000.0,1516.0,-4.15336017,37.91264879999999
2.0,21,21,0,18,21,16,7,14,7,4,2,3,1,0,2,1,2000,2013,30.0,1565.0,-4.66804962,34.8609091
1.0,6,10,1,16,13,16,7,3,7,3,1,8,1,0,3,450,2006,2013,500.0,1326.0,-11.53678512,35.06054101
1.0,12,6,2,15,18,16,7,4,7,2,1,1,4,0,1,70,1993,2011,2000.0,1047.0,-6.44271226,31.35012079
1.0,12,16,8,11,18,16,7,3,7,3,1,6,1,0,2,160,1985,2011,200.0,349.0,-7.10527648,37.77668686
1.0,12,15,6,3,18,16,7,3,7,2,0,8,1,2,1,1,2001,2011,2400.0,912.0,-7.78581974,35.178551299999995
0.0,12,15,4,9,18,16,4,14,7,3,1,2,2,2,6,300,1985,2012,600.0,1209.0,-1.11887903,34.09371573
1.0,12,15,6,3,18,16,7,3,7,2,1,6,1,0,7,150,2003,2011,4000.0,1927.0,-8.22631515,35.88024596
1.0,6,6,3,5,5,16,11,3,9,3,2,6,2,1,2,790,1999,2013,250.0,1244.0,-4.72448486,30.05086821
1.0,12,15,8,11,9,16,7,14,7,3,2,3,1,0,1,528,1984,2011,1000.0,308.9142077857674,-6.3534777,37.38901966
0.0,16,15,0,18,18,16,12,0,7,4,2,3,4,0,3,5600,1996,2013,20.0,1514.0,-5.9597457,34.1220168
1.0,12,15,0,18,18,16,8,7,10,4,1,3,2,0,1,354,2012,2013,50.0,1087.0,-4.24206389,34.21910854
1.0,5,0,5,6,18,16,10,3,9,4,1,8,1,0,5,102,1999,2013,5.0,1222.0,-3.24962915,37.20072396
1.0,13,15,8,14,1,0,8,6,4,4,1,6,1,0,1,90,2009,2011,50.0,181.0,-6.6364482,38.34346831
1.0,12,16,8,11,18,16,7,15,7,3,2,7,4,2,6,1,1980,2011,500.0,538.0,-7.12075733,37.30497476
1.0,12,15,6,3,18,16,7,3,7,2,1,8,1,0,7,60,2009,2011,2000.0,1881.0,-8.26657919,35.93307772
1.0,12,15,0,18,18,16,7,0,7,3,1,3,4,0,1,205,2010,2013,3500.0,1202.0,-4.52078768,34.27207123
0.0,15,17,7,16,18,16,7,15,7,2,1,3,4,0,1,1,2007,2013,2000.0,374.0,-11.44412138,37.36472777
1.0,12,15,1,3,17,2,7,3,7,2,1,8,2,0,4,30,1995,2011,1000.0,2148.0,-9.34677911,34.48129515
1.0,12,15,1,16,18,12,7,3,7,2,1,6,1,1,5,120,2011,2013,500.0,1032.0,-10.42795101,35.78794192
1.0,13,15,8,14,1,21,0,6,4,4,1,6,1,0,1,50,2006,2011,100.0,49.0,-6.57901773,39.03090314
1.0,0,6,6,3,17,3,8,3,10,2,1,6,2,0,4,109,1993,2011,5000.0,1967.0,-9.21107177,34.60812675
1.0,1,6,6,11,18,16,8,3,11,3,1,8,1,0,4,1,1995,2011,200.0,920.0,-8.72146012,36.71236059
0.0,6,6,5,20,18,16,7,0,7,3,2,7,4,0,3,200,2002,2011,200.0,218.0,-5.26838287,38.72174032
0.0,12,15,8,14,18,16,4,14,4,4,1,3,2,0,43,1,2011,2011,50.0,90.0,-7.03833603,39.25375803
1.0,11,15,3,5,5,16,11,3,9,3,1,6,1,1,2,520,1984,2013,250.0,1300.0,-4.66528065,30.07812602
1.0,6,6,5,20,18,16,7,3,7,4,1,6,1,0,4,100,2006,2011,30.0,41.0,-5.02318174,39.05897085
1.0,12,6,6,3,18,16,12,3,6,0,0,8,1,2,1,1,1981,2011,50.0,670.0,-7.16023979,35.775212
1.0,17,15,7,12,18,16,7,6,7,4,1,8,1,0,1,400,1974,2013,50.0,455.05837625705175,-10.23318182,40.12288605
0.0,12,15,1,3,17,9,7,3,7,3,2,8,1,2,4,20,2006,2011,1000.0,2103.0,-9.58548681,34.44455739
1.0,12,14,7,12,18,16,7,3,4,4,1,8,1,0,33,50,2010,2013,50.0,349.0,-11.00094225,39.25754129999999
1.0,12,15,8,14,18,16,7,7,7,4,2,6,1,2,2,50,1986,2011,50.0,117.0,-6.82951422,38.86715596
0.0,12,15,7,12,18,16,7,14,7,2,1,3,1,1,33,400,1986,2013,2500.0,401.0,-10.71054569,39.44436299
0.0,12,15,0,18,18,16,2,14,7,4,2,3,1,0,3,1400,2002,2013,20.0,1282.0,-5.7431467000000005,34.82897051
0.0,12,6,6,3,17,13,7,3,7,2,1,8,1,0,4,35,2008,2011,2000.0,1662.0,-8.95397632,34.78119601
0.0,12,6,6,3,17,16,7,3,7,2,1,8,1,0,4,120,2009,2011,1500.0,1712.0,-8.964057400000002,34.88365641
1.0,12,15,5,6,20,16,11,14,7,4,2,3,1,0,3,140,2007,2013,50.0,960.0,-3.99837871,37.69082284
2.0,21,21,0,18,21,16,7,8,7,2,2,7,4,0,2,300,1990,2013,3000.0,1500.0,-4.4981373,34.81622492
0.0,21,21,8,1,18,5,9,14,11,4,1,3,1,0,2,350,2000,2013,50.0,8.0,-6.89357116,39.19546608
1.0,13,15,8,14,1,16,0,6,4,4,1,6,1,0,1,40,2010,2011,50.0,2.0,-6.68717054,38.69014129
1.0,12,15,0,8,18,16,7,3,7,4,1,7,4,0,1,250,1998,2013,25.0,963.0,-3.91482317,35.78791574
1.0,6,6,6,11,8,16,8,3,7,3,2,6,1,1,3,250,1978,2011,200.0,281.0,-7.83886429,36.89732923
0.0,21,21,8,1,18,16,9,14,11,4,1,3,1,0,2,100,2000,2013,50.0,73.0,-6.92688589,39.09920933
0.0,21,21,8,1,18,1,4,14,4,4,1,1,1,0,2,120,2010,2013,100.0,65.0,-6.96426414,39.09490622
1.0,12,15,6,3,18,16,7,15,7,4,0,3,4,2,1,1,1964,2011,50.0,1322.0,-7.63163283,35.61420414
1.0,12,15,3,5,7,16,9,3,11,3,3,8,2,0,3,432,2003,2013,300.0,1072.0,-4.72239634,29.6592359
2.0,2,7,5,6,20,16,11,0,7,1,1,3,4,0,3,450,2006,2013,9000.0,473.0,-4.47820356,38.10730863
1.0,12,15,3,5,5,16,11,3,7,3,1,6,2,1,2,246,2000,2013,250.0,1178.0,-4.62814658,30.25062175
1.0,12,15,8,11,9,16,7,14,7,4,2,3,1,0,1,321,1984,2011,20.0,308.9142077857674,-6.454280000000002,37.39581393
0.0,21,21,8,1,18,1,4,14,4,4,1,3,1,0,2,80,2010,2013,100.0,63.0,-6.95604764,39.09945364
1.0,5,0,5,6,18,16,10,3,9,4,1,8,1,0,5,20,2008,2013,7.0,1287.0,-3.23640538,37.2301478
1.0,12,15,1,16,18,12,7,3,7,3,0,6,1,0,5,90,2012,2013,500.0,1054.0,-10.491856,35.74822803
0.0,12,15,1,3,18,16,7,3,7,2,0,5,1,2,5,35,2010,2011,1000.0,1836.0,-9.78374752,34.53666761
1.0,6,6,5,20,18,16,7,3,7,3,1,8,1,0,1,1,2003,2011,200.0,1520.0,-4.8771144999999985,38.36663943
1.0,5,0,5,6,18,16,10,3,9,4,1,8,1,0,5,8000,1999,2013,10.0,904.0,-3.40078829,37.10118746
1.0,12,15,4,9,18,16,7,4,7,3,2,3,4,2,4,400,2009,2012,500.0,1215.0,-1.98410628,34.11417726
1.0,12,10,0,8,18,16,7,14,7,4,2,3,2,0,5,306,2003,2013,50.0,1517.0,-5.2497759,36.44763483
0.0,6,7,7,7,18,16,8,3,10,4,1,6,1,0,23,423,1983,2013,20.0,271.0,-9.93901526,39.3163769
1.0,12,15,8,14,18,16,11,7,8,4,2,6,1,0,2,3110,2010,2011,100.0,98.0,-6.76974929,38.98798184
1.0,17,6,6,16,18,12,7,3,7,3,1,6,1,2,5,96,1993,2013,500.0,858.0,-10.48901414,35.9027945
0.0,12,15,5,6,18,16,7,3,7,3,2,8,1,0,2,200,2004,2013,1000.0,1471.0,-3.74136957,37.6273599
0.0,15,15,7,16,18,16,9,15,11,3,2,7,4,0,5,620,2007,2013,1000.0,698.0,-11.20803034,36.2765807
1.0,12,10,3,5,5,16,11,3,9,3,1,6,1,2,2,700,2007,2013,250.0,1313.0,-4.49457362,29.8894577
1.0,6,10,4,9,18,16,7,8,7,3,1,7,4,0,3,250,2008,2012,200.0,1267.0,-1.55843533,33.76788859
0.0,12,6,1,3,18,16,7,3,7,2,3,8,1,0,5,120,1994,2011,2500.0,1828.0,-9.79325267,34.51935097
1.0,6,6,5,0,0,14,7,3,7,4,2,8,1,2,2,200,1980,2013,20.0,960.0,-3.5145716,36.85305382
0.0,12,6,4,9,18,16,9,9,11,3,1,7,4,2,4,300,2003,2013,200.0,1155.0,-2.15446562,33.378965
1.0,19,15,0,18,18,16,7,7,7,4,1,3,2,0,3,500,2008,2013,50.0,1132.0,-5.86312258,34.85710529
1.0,17,6,6,3,17,18,8,3,10,3,2,6,1,1,4,130,1984,2011,500.0,1547.0,-8.99898219,34.6725084
1.0,12,6,7,16,18,16,7,3,7,2,1,6,1,0,2,500,2000,2013,1200.0,893.0,-10.78333642,35.70840913
1.0,5,0,5,6,18,16,10,3,9,4,1,8,1,2,5,1,2008,2013,7.0,1296.0,-3.22666119,37.22817814
1.0,12,6,5,6,16,16,10,3,9,4,1,8,1,0,4,50,2008,2013,6.0,1648.0,-3.28766081,37.45342266
1.0,13,15,8,14,1,0,8,6,4,4,1,6,1,0,1,80,2009,2011,50.0,154.0,-6.63214843,38.36984907
0.0,13,15,8,14,1,6,4,14,4,4,1,3,1,0,1,150,2010,2011,30.0,308.9142077857674,-6.44481306,38.89500084
1.0,11,16,3,5,7,16,7,3,7,3,1,6,1,1,3,60,1982,2013,500.0,1034.0,-4.73106678,29.74520654
0.0,12,6,2,15,18,16,7,4,7,2,1,3,4,0,3,160,1983,2011,3000.0,1643.0,-7.47776037,31.18476239
1.0,11,15,3,5,5,16,11,3,7,3,1,6,1,2,2,120,1984,2013,250.0,1273.0,-4.48841184,30.1655947
1.0,6,15,3,15,18,16,7,9,7,2,1,7,4,0,1,400,2008,2013,2000.0,794.0,-6.84565864,30.50113224
1.0,12,15,8,11,9,16,7,3,7,3,1,6,1,0,1,50,2008,2011,200.0,645.0,-7.18658373,36.79971931
1.0,5,0,5,6,18,16,10,3,9,4,1,8,1,0,5,250,1999,2013,10.0,1039.0,-3.27743747,37.12440508
1.0,19,15,3,15,18,16,11,9,8,2,1,3,1,2,1,250,2012,2013,5000.0,801.0,-6.73966157,30.40765029
1.0,12,15,8,14,1,16,8,6,10,4,1,6,1,2,1,60,2003,2011,20.0,247.0,-6.33549673,38.38740621
1.0,5,0,5,6,18,16,10,3,9,1,1,8,2,0,5,80,1995,2013,450.0,1575.0,-3.19660028,37.204326
0.0,12,15,3,5,6,16,4,3,4,2,1,8,1,2,1,100,2005,2013,1000.0,1276.0,-3.62655424,30.55569329
2.0,7,12,4,9,18,16,7,8,7,3,1,7,4,0,2,3500,1996,2012,500.0,1512.0,-1.73059872,34.70960552
1.0,6,6,5,20,18,16,7,14,7,4,1,6,1,0,4,300,1985,2011,20.0,99.0,-5.07070557,38.91945249
1.0,5,0,5,6,18,16,10,3,9,4,1,8,1,0,5,60,1999,2013,5.0,1105.0,-3.27669472,37.24980096
1.0,12,6,5,20,18,8,4,3,8,3,2,8,1,0,8,45,1971,2011,1000.0,1102.2577417818009,-4.86799252,38.80486646
1.0,6,15,8,14,1,16,7,14,7,4,1,3,1,0,1,50,2009,2011,30.0,361.0,-5.990800900000001,37.92850922
1.0,12,15,6,3,17,3,7,3,10,0,1,8,1,0,4,80,2008,2011,500.0,2061.0,-9.32779796,34.67445357
0.0,21,21,8,1,18,5,4,14,4,4,1,3,1,0,2,150,2010,2013,30.0,20.0,-6.89206809,39.19140838
1.0,11,15,3,5,5,16,11,3,9,2,1,6,1,0,2,578,1984,2013,1000.0,1225.0,-4.82166411,30.02248598
1.0,12,15,0,0,18,16,7,3,7,4,3,6,1,0,30,200,2009,2013,10.0,1720.0,-3.24886287,35.83181099
1.0,0,5,1,16,13,16,7,3,7,3,1,8,1,0,3,120,1992,2013,500.0,467.0,-11.12072009,34.66312845
1.0,5,0,5,6,18,16,10,3,9,4,1,8,1,0,5,60,1999,2013,5.0,990.0,-3.31763708,37.18146925
0.0,12,15,2,15,18,16,7,9,6,2,0,3,6,2,3,1,1983,2011,2000.0,1678.0,-7.84639785,31.30276856
1.0,0,15,6,3,18,16,7,3,7,3,1,8,1,0,1,1,1985,2011,300.0,784.0,-7.52754511,35.48429659
1.0,12,15,5,0,15,16,10,3,9,4,2,6,1,0,7,130,2009,2013,10.0,1094.0,-3.38504013,36.94440456
1.0,11,15,3,5,5,16,11,3,1,3,2,6,1,2,2,750,1990,2013,250.0,1449.0,-4.45101275,29.92488624
0.0,12,15,8,14,1,16,7,14,7,4,1,6,1,0,1,100,1998,2011,25.0,308.9142077857674,-6.64404783,38.70904003
0.0,21,21,8,1,18,1,4,14,4,4,1,1,1,0,2,100,2010,2013,100.0,73.0,-7.00131239,39.07883712
1.0,12,6,2,15,18,16,7,0,7,2,1,8,1,2,1,200,2009,2011,8000.0,910.0,-7.31828716,31.36836921
1.0,0,5,1,16,13,16,7,3,7,3,1,8,1,0,3,96,1994,2013,500.0,449.0,-10.56035313,34.62775862
1.0,12,15,7,12,18,16,10,14,7,3,3,3,1,0,4,490,1982,2013,300.0,346.0,-10.83452003,39.4837385
1.0,0,15,8,14,1,16,0,6,7,3,1,6,1,2,1,80,1987,2011,200.0,25.0,-6.5639740999999985,38.89141556
2.0,21,21,0,18,21,16,7,0,7,4,2,3,4,0,2,600,2000,2013,20.0,1390.0,-4.83685412,35.07875739999999
0.0,12,15,1,3,17,9,7,3,7,2,1,8,1,2,4,40,2000,2011,1000.0,2188.0,-9.59656543,34.57845967
0.0,12,15,5,20,18,16,7,8,7,4,1,7,4,0,2,250,2007,2011,20.0,378.0,-4.99525944,38.32215657
1.0,14,15,0,18,18,16,3,14,3,4,1,3,2,1,1,185,2005,2013,50.0,1205.0,-4.00369315,34.75827017
1.0,12,15,8,14,1,0,8,6,10,4,1,6,1,0,1,30,2010,2011,20.0,145.0,-6.61258989,38.3452672
1.0,2,15,5,6,18,16,7,3,7,3,1,8,1,0,2,350,2010,2013,1000.0,749.0,-3.57414576,37.62361903
1.0,13,15,8,14,1,0,8,6,4,4,1,6,1,0,1,30,2009,2011,50.0,177.0,-6.63352186,38.34614616
2.0,12,15,5,6,20,16,11,9,4,4,1,3,6,2,3,250,2010,2013,20.0,860.0,-4.07790846,37.6831222
1.0,12,15,0,18,18,16,7,0,7,2,1,3,4,0,1,265,2001,2013,3000.0,1562.0,-4.23855077,34.78329029
1.0,12,6,6,11,8,16,12,3,7,3,1,6,1,0,3,55,2009,2011,500.0,292.0,-8.05603814,36.72185956
0.0,12,15,8,14,18,16,7,4,7,4,1,7,4,0,4,600,2007,2011,50.0,70.0,-7.1738872,39.16972313
0.0,12,15,6,3,17,16,7,12,7,5,1,1,4,0,4,80,2009,2011,1000.0,1587.0,-8.93826941,35.00508828
1.0,5,0,5,6,18,16,10,3,9,4,1,8,1,0,5,25,1999,2013,10.0,1314.0,-3.22057448,37.13238994
1.0,12,15,8,14,18,16,11,7,7,4,1,6,2,0,2,1,2008,2011,50.0,133.0,-6.81051936,38.95315358
1.0,12,14,7,12,18,16,7,3,7,3,1,8,1,1,33,53,2004,2013,500.0,228.0,-11.00963763,39.10196143
2.0,21,21,5,0,18,16,10,14,9,4,1,3,1,0,3,470,2000,2013,30.0,1366.0,-3.37318672,36.67105401
1.0,11,15,3,5,5,16,11,3,9,3,2,6,1,0,2,140,1990,2013,750.0,1298.0,-4.5917134000000015,30.11620923
1.0,3,6,3,5,5,16,11,3,7,3,1,8,1,0,2,400,2003,2013,200.0,1243.0,-4.31536911,30.31391997
2.0,21,21,0,18,21,16,7,7,7,4,2,3,1,0,2,480,2000,2013,20.0,1411.0,-5.39921084,34.75800023
0.0,15,17,7,16,18,16,7,13,7,2,1,3,4,0,1,1,2009,2013,2000.0,433.0,-11.13447219,37.53887593
1.0,12,15,8,14,1,16,7,14,7,4,2,0,1,2,1,1000,2008,2011,50.0,214.0,-6.37151209,38.58707083
1.0,12,15,8,14,1,16,8,6,10,4,1,6,1,0,1,200,2008,2011,20.0,275.0,-6.11364498,38.4089589
1.0,12,15,3,5,5,16,11,3,9,3,2,6,1,0,2,450,2012,2013,250.0,1269.0,-4.51086858,30.12116029
0.0,12,15,1,3,18,16,7,3,7,2,1,8,1,0,5,50,1999,2011,6000.0,1419.0,-9.85028661,34.94326908
1.0,12,15,5,20,18,16,7,15,7,3,2,7,4,2,2,592,1968,2011,200.0,1102.2577417818009,-5.09324687,38.49981552
1.0,15,6,6,11,18,16,7,15,7,3,2,7,4,2,4,1,1999,2011,200.0,288.0,-8.35380747,36.67649836
1.0,12,15,5,20,18,16,7,14,7,4,1,6,1,0,6,350,2006,2011,50.0,285.0,-5.38162614,38.53435791
1.0,12,6,5,6,16,16,10,3,9,4,1,6,1,0,4,30,2007,2013,5.0,1075.0,-3.28081826,37.26757627
0.0,21,21,8,1,18,5,8,14,11,4,1,3,1,0,2,150,2000,2013,50.0,5.0,-6.90680236,39.20379018
0.0,12,15,3,5,5,16,11,8,7,1,1,7,4,0,2,740,1998,2013,500.0,1255.0,-4.243431200000002,30.12563691
0.0,21,21,8,1,18,5,9,14,11,4,1,3,1,0,2,100,2000,2013,50.0,16.0,-6.88980842,39.19149592
0.0,12,6,5,20,18,16,7,0,7,4,1,7,4,0,2,750,1991,2011,50.0,298.0,-5.03119466,38.54178234
1.0,12,15,6,3,17,3,8,3,10,3,1,8,1,0,4,75,2009,2011,500.0,1961.0,-9.23528452,34.68806257
1.0,12,15,8,11,9,16,9,4,11,5,2,7,4,0,1,120,2009,2011,500.0,470.0,-6.81424505,37.0589853
1.0,11,6,3,5,7,16,7,3,7,3,1,8,2,0,3,140,1984,2013,200.0,959.0,-4.76769396,29.6555115
1.0,12,15,0,18,18,16,9,8,11,4,3,7,4,0,4,98,2004,2013,100.0,1517.0,-4.87131069,34.71604964
1.0,13,15,8,14,1,21,0,6,4,4,1,6,1,2,1,50,1983,2011,50.0,3.0,-6.53839966,38.98726432
1.0,12,15,8,11,9,16,7,14,7,4,2,3,1,0,1,250,1998,2011,10.0,436.0,-6.78769067,37.13708539
0.0,12,6,2,15,18,16,7,4,7,2,1,3,4,2,3,1,1983,2011,2000.0,1565.0,-7.40014942,31.13744347
1.0,1,6,6,11,18,16,7,15,7,3,1,7,4,0,4,250,1994,2011,200.0,336.0,-8.94483396,36.75929089
0.0,17,15,7,16,18,16,7,15,7,4,2,3,4,2,1,1,1999,2013,20.0,520.0,-11.21452557,37.38601698
0.0,15,17,7,16,18,16,7,13,7,3,2,3,4,0,1,1,2004,2013,200.0,576.0,-11.09581974,37.43608352
1.0,19,15,0,18,18,16,7,7,7,4,1,3,2,2,3,500,2008,2013,100.0,1415.0,-5.62056104,34.80079495
1.0,6,6,5,0,0,14,7,3,7,4,2,8,1,0,2,150,1980,2013,30.0,979.0,-3.49468628,36.826976
1.0,12,15,7,12,18,16,7,14,7,4,1,3,2,0,1,500,2006,2013,50.0,455.05837625705175,-10.53788966,40.28028451
1.0,0,4,6,3,18,16,7,3,7,2,1,8,1,0,1,1,1991,2011,2000.0,1138.0,-7.42608814,35.87524988
0.0,12,15,7,7,18,16,7,14,7,4,1,3,2,2,23,89,1986,2013,20.0,15.0,-10.14651265,39.58090456
1.0,19,15,8,11,18,16,7,3,7,3,1,6,1,0,6,90,2006,2011,500.0,336.0,-6.24094671,37.55127976
1.0,12,15,6,11,8,16,0,3,7,3,1,6,1,0,3,75,2005,2011,300.0,270.0,-7.70910298,36.94280493
1.0,12,15,5,6,20,16,11,3,7,3,2,8,1,0,3,80,2010,2013,500.0,942.0,-4.42726196,37.9018319
1.0,0,4,6,3,18,16,7,3,7,3,1,8,1,0,1,1400,1985,2011,1000.0,1402.0,-7.71585001,35.52813433
0.0,6,15,5,20,18,16,7,3,7,3,2,3,1,0,3,140,1971,2011,4000.0,207.0,-5.17856259,38.82302166
1.0,12,15,8,11,9,16,7,3,7,3,1,6,1,0,1,50,2008,2011,200.0,644.0,-7.1838354,36.80161076
1.0,1,6,8,11,18,16,7,15,7,2,2,7,4,0,6,1,1996,2011,1200.0,416.0,-6.31646506,37.38403044
1.0,12,15,0,0,18,16,7,3,7,4,2,6,1,0,6,200,2010,2013,200.0,1341.0,-2.54630995,36.78584433
1.0,12,15,5,6,20,16,7,3,7,5,2,8,1,0,3,57,1998,2013,1000.0,1662.0,-4.41575481,37.95470808
